Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
48816586,Software Engineering at Google: Lessons Learned from Programming Over Time,Titus Winters,"Winters, Titus","Tom Manshreck, Hyrum Wright","=""1492082791""","=""9781492082798""",0,4.19,O'Reilly Media,Paperback,599,2020,2020,,2021/07/20,to-read,to-read (#334),to-read,,,,0,0
19694475,The Girl With All the Gifts,M.R. Carey,"Carey, M.R.",,"=""""","=""""",0,3.95,Orbit,Kindle Edition,417,2014,2014,,2021/07/06,to-read,to-read (#333),to-read,,,,0,0
17333324,"Ancillary Justice (Imperial Radch, #1)",Ann Leckie,"Leckie, Ann",,"=""""","=""""",0,3.99,Orbit,Paperback,386,2013,2013,,2021/07/06,to-read,to-read (#332),to-read,,,,0,0
56221360,Konferensen,Mats Strandberg,"Strandberg, Mats",,"=""9113081535""","=""9789113081533""",0,3.75,Norstedts,Hardcover,354,2021,2021,,2021/06/22,to-read,to-read (#331),to-read,,,,0,0
97905,The No Asshole Rule: Building a Civilized Workplace and Surviving One That Isn't,Robert I. Sutton,"Sutton, Robert I.",,"=""0446526568""","=""9780446526562""",0,3.61,Business Plus,Hardcover,224,2007,2007,,2021/06/17,to-read,to-read (#330),to-read,,,,0,0
61539,The Structure of Scientific Revolutions,Thomas S. Kuhn,"Kuhn, Thomas S.",,"=""0226458083""","=""9780226458083""",0,4.03,University of Chicago Press,Paperback,226,1996,1962,,2021/06/14,to-read,to-read (#329),to-read,,,,0,0
11885509,"Suicide Run: Three Harry Bosch Stories (Harry Bosch, #14.6; Harry Bosch Universe, #21.1)",Michael Connelly,"Connelly, Michael",,"=""""","=""""",0,4.08,,Kindle Edition,100,2011,2011,,2021/06/14,to-read,to-read (#328),to-read,,,,0,0
11799627,"Angle of Investigation (Harry Bosch, #14.7; Harry Bosch Universe, #22.2)",Michael Connelly,"Connelly, Michael",,"=""""","=""""",0,4.05,"Little, Brown and Company",Kindle Edition,92,2011,2011,,2021/06/14,to-read,to-read (#327),to-read,,,,0,0
53783370,Familjen,Johanna Bäckström Lerneby,"Lerneby, Johanna Bäckström",,"=""9189061152""","=""9789189061156""",0,3.32,Mondial,Hardcover,298,2020,2020,,2021/05/31,to-read,to-read (#326),to-read,,,,0,0
7108725,Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,"Sinek, Simon",,"=""1591842808""","=""9781591842804""",0,4.10,Portfolio,Hardcover,256,2009,2009,,2021/05/31,to-read,to-read (#325),to-read,,,,0,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",0,4.36,Avery,Kindle Edition,319,2018,2018,,2021/05/30,to-read,to-read (#324),to-read,,,,0,0
391789,"Colonel Sun (James Bond, #15)",Robert Markham,"Markham, Robert","Kingsley Amis, Robert Markham","=""0786120762""","=""9780786120765""",0,3.57,Blackstone Audiobooks,Audiobook,,2001,1968,,2021/05/30,to-read,to-read (#323),to-read,,,,0,0
41724237,Snedtänkt: Boken som handlar om det inga andra böcker handlar om,Kalle Lind,"Lind, Kalle",,"=""""","=""9789137151489""",2,3.76, Bokförlaget Forum,Hardcover,448,2018,2018,2021/05/11,2021/05/10,didntwannafinish,didntwannafinish (#2),read,,,,1,0
26186697,Best of Kalle Lind,Kalle Lind,"Lind, Kalle",,"=""""","=""9789174830415""",0,3.65,Earbooks,Audiobook,,2011,2011,,2021/05/10,to-read,to-read (#322),to-read,,,,0,0
54870256,There Is No Antimemetics Division,qntm,"qntm, qntm",Sam  Hughes,"=""""","=""""",0,4.27,,Kindle Edition,220,2020,2020,,2021/05/06,to-read,to-read (#321),to-read,,,,0,0
35074096,"Mythos: The Greek Myths Retold (Stephen Fry's Great Mythology, #1)",Stephen Fry,"Fry, Stephen",,"=""0718188721""","=""9780718188726""",0,4.26,Michael Joseph,Hardcover,416,2017,2017,,2021/05/06,to-read,to-read (#320),to-read,,,,0,0
22328546,"Red Queen (Red Queen, #1)",Victoria Aveyard,"Aveyard, Victoria",,"=""""","=""""",0,4.01,HarperTeen,Hardcover,388,2015,2015,,2021/05/03,to-read,to-read (#319),to-read,,,,0,0
10807928,Harbor,John Ajvide Lindqvist,"Lindqvist, John Ajvide",Marlaine Delargy,"=""0312680279""","=""9780312680275""",0,3.65,Thomas Dunne Books,Hardcover,500,2011,2008,,2021/05/01,to-read,to-read (#318),to-read,,,,0,0
2272350,The Shooting Star (METHUEN COPRO),Hergé,"Hergé, Hergé",,"=""0749704616""","=""9780749704612""",3,3.92,Mammoth,Paperback,0,1990,1942,2021/04/27,2021/04/27,,,read,,,,1,0
18686148,Yahya Hassan,Yahya Hassan,"Hassan, Yahya",,"=""8702153521""","=""9788702153521""",4,3.84,Gyldendal A/S,Paperback,169,2013,2011,2021/04/25,2020/04/30,,,read,,,,1,0
6088007,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",,"=""""","=""""",0,3.90,Ace,Kindle Edition,268,2007,1984,,2014/04/13,currently-reading,currently-reading (#6),currently-reading,,,,1,0
55660008,Rorschach,Tom King,"King, Tom","Jorge Fornés, Dave Stewart, Clayton Cowles","=""""","=""""",0,3.73,DC Comics,Paperback,264,2020,2021,,2021/04/24,to-read,to-read (#317),to-read,,,,0,0
53811722,"The Law of Innocence (The Lincoln Lawyer, #6; Harry Bosch Universe #34)",Michael Connelly,"Connelly, Michael",,"=""140918613X""","=""""",4,4.34,Orion,Kindle Edition,433,2020,2020,2021/04/24,2021/04/19,,,read,,,,1,0
24611819,The Peripheral (Jackpot #1),William Gibson,"Gibson, William",,"=""0425276236""","=""9780425276235""",0,3.90,Berkley,Paperback,485,2015,2014,,2021/04/20,to-read,to-read (#316),to-read,,,,0,0
49106595,"Fair Warning (Jack McEvoy, #3; Harry Bosch Universe, #33)",Michael Connelly,"Connelly, Michael",,"=""140919910X""","=""9781409199106""",3,4.19,Orion,Kindle Edition,417,2020,2020,2021/04/19,2021/04/14,,,read,,,,1,0
364101,ARh+,H.R. Giger,"Giger, H.R.",,"=""382289642X""","=""9783822896426""",0,4.01,Taschen America Llc,Paperback,96,1996,1981,,2021/04/15,to-read,to-read (#315),to-read,,,,0,0
58976,Necronomicon,H.R. Giger,"Giger, H.R.",,"=""0962344729""","=""9780962344725""",0,4.16,Morpheus International,Hardcover,84,1993,1977,,2021/04/15,to-read,to-read (#314),to-read,,,,0,0
11870085,The Fault in Our Stars,John Green,"Green, John",,"=""""","=""""",0,4.14,Dutton Books,Hardcover,313,2012,2012,,2021/04/14,to-read,to-read (#313),to-read,,,,0,0
18154,The Cuckoo's Egg: Tracking a Spy Through the Maze of Computer Espionage,Clifford Stoll,"Stoll, Clifford",,"=""1416507787""","=""9781416507789""",0,4.28,Pocket Books,Paperback,399,2005,1989,,2021/04/14,to-read,to-read (#312),to-read,,,,0,0
48776126,On the House: A Washington Memoir,John Boehner,"Boehner, John",,"=""1250752302""","=""9781250752307""",0,3.90,Macmillan Audio,Audio CD,0,2021,2021,,2021/04/14,to-read,to-read (#311),to-read,,,,0,0
131302,Black Hole,Charles Burns,"Burns, Charles",,"=""0224077783""","=""9780224077781""",3,3.85,Jonathan Cape,Hardcover,368,2005,2005,2021/04/11,2021/03/28,,,read,,,,1,0
19188077,The Soul of A New Machine,Tracy Kidder,"Kidder, Tracy",,"=""""","=""""",0,4.12,Back Bay Books,Kindle Edition,297,2011,1981,,2021/04/10,to-read,to-read (#310),to-read,,,,0,0
52129515,Untamed,Glennon Doyle,"Doyle, Glennon",Glennon Doyle Melton,"=""1984801252""","=""9781984801258""",0,4.00,The Dial Press,Hardcover,333,2020,2020,,2021/04/10,to-read,to-read (#309),to-read,,,,0,0
44318414,The Dutch House,Ann Patchett,"Patchett, Ann",,"=""0062963678""","=""9780062963673""",0,4.10,Harper,Hardcover,337,2019,2019,,2021/04/01,to-read,to-read (#308),to-read,,,,0,0
54923863,"Spegelmannen (Joona Linna, #8)",Lars Kepler,"Kepler, Lars",,"=""9100164216""","=""9789100164218""",4,4.14,Albert Bonniers Förlag,Hardcover,530,2020,2020,2021/03/21,2021/03/17,,,read,,,,1,0
55441971,Kungariket,Jo Nesbø,"Nesbø, Jo",,"=""9100185590""","=""9789100185596""",0,3.84,Albert Bonniers Förlag,Hardcover,606,2020,2020,,2020/12/17,to-read,to-read (#297),to-read,,,,0,0
35510008,This is Going to Hurt: Secret Diaries of a Junior Doctor,Adam Kay,"Kay, Adam",,"=""""","=""""",0,4.41,Picador,Kindle Edition,285,2017,2017,,2021/03/02,to-read,to-read (#307),to-read,,,,0,0
57197718,Everyday Data Science,Andrew N. Carr,"Carr, Andrew N.",,"=""""","=""""",0,2.42,,ebook,116,,,,2021/02/24,to-read,to-read (#306),to-read,,,,0,0
45865592,Konsulterna: Kampen om Karolinska,Lisa Röstlund,"Röstlund, Lisa",Anna Gustafsson,"=""""","=""9789188671912""",0,3.74,Mondial,Hardcover,415,2019,,,2021/02/16,to-read,to-read (#305),to-read,,,,0,0
657537,"Fantômas (Fantômas, #1)",Marcel Allain,"Allain, Marcel","Pierre Souvestre, John Ashbery","=""0143104845""","=""9780143104841""",0,3.67,Penguin Classics,Paperback,295,2006,1911,,2021/02/16,to-read,to-read (#304),to-read,,,,0,0
33917107,On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,"Snyder, Timothy",,"=""0804190119""","=""9780804190114""",0,4.19,Tim Duggan Books,Paperback,126,2017,2017,,2021/02/12,to-read,to-read (#303),to-read,,,,0,0
13642,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0553383043""","=""9780553383041""",0,4.01,,Paperback,183,2004,1968,,2021/02/08,to-read,to-read (#302),to-read,,,,0,0
1199688,Babel-17,Samuel R. Delany,"Delany, Samuel R.",,"=""0839823282""","=""9780839823285""",0,3.73,Gregg Press,Hardcover,192,1978,1966,,2021/01/21,to-read,to-read (#301),to-read,,,,0,0
55362,The Fran Lebowitz Reader,Fran Lebowitz,"Lebowitz, Fran",,"=""0679761802""","=""9780679761808""",0,3.61,Vintage,Paperback,333,1994,1994,,2021/01/19,to-read,to-read (#300),to-read,,,,0,0
55107027,Renegater,Klas Östergren,"Östergren, Klas",,"=""9177953665""","=""9789177953661""",0,3.93,Bokförlaget Polaris,Hardcover,747,2020,,,2020/12/27,to-read,to-read (#299),to-read,,,,0,0
2116936,Gangsters: Roman (Swedish Edition),Klas Östergren,"Östergren, Klas",,"=""9100107980""","=""9789100107987""",0,3.50,Albert Bonniers Förlag,Hardcover,439,2005,2005,,2020/12/27,to-read,to-read (#298),to-read,,,,0,0
3938178,Debugging: The 9 Indispensable Rules for Finding Even the Most Elusive Software and Hardware Problems,David J. Agans,"Agans, David J.",Dave Agans,"=""0814474578""","=""9780814474570""",5,4.27,AMACOM,Paperback,192,2006,2002,2020/12/17,2018/08/03,,,read,,,,1,0
444653,"How to Measure Anything: Finding the Value of ""Intangibles"" in Business",Douglas W. Hubbard,"Hubbard, Douglas W.",,"=""0470110120""","=""9780470110126""",0,3.90,Wiley,Hardcover,304,2007,1985,,2020/12/06,to-read,to-read (#296),to-read,,,,0,0
52558767,They Will Drown in Their Mothers' Tears,Johannes Anyuru,"Anyuru, Johannes",Saskia Vogel,"=""1949641082""","=""9781949641080""",0,3.96,Two Lines Press,Paperback,272,2020,2017,,2020/11/10,to-read,to-read (#295),to-read,,,,0,0
22847284,Grokking Algorithms An Illustrated Guide For Programmers and Other Curious People,Aditya Y. Bhargava,"Bhargava, Aditya Y.",,"=""1617292230""","=""9781617292231""",4,4.41,Manning Publications Co,Paperback,256,2015,2015,2020/11/06,2020/11/06,,,read,,,,1,0
25883,"Coq Rouge (Hamilton, #1)",Jan Guillou,"Guillou, Jan",,"=""3492233708""","=""9783492233705""",0,3.65,Piper,Paperback,0,2001,1986,,2020/09/19,to-read,to-read (#294),to-read,,,,0,0
1408452,Information Visualization: Perception for Design,Colin Ware,"Ware, Colin",,"=""1558608192""","=""9781558608191""",0,4.07,Morgan Kaufmann,Hardcover,512,2004,2000,,2020/09/07,to-read,to-read (#293),to-read,,,,0,0
1525808,Don Quijote de la Mancha I,J.R. Cuenot,"Cuenot, J.R.",Miguel de Cervantes Saavedra,"=""8477110972""","=""9788477110972""",0,3.89,Edelsa,Paperback,141,2000,1605,,2020/08/26,to-read,to-read (#292),to-read,,,,0,0
472331,Watchmen,Alan Moore,"Moore, Alan","Dave Gibbons, John    Higgins","=""0930289234""","=""9780930289232""",0,4.38,DC Comics,Paperback,416,2005,1987,,2020/08/17,to-read,to-read (#291),to-read,,,,0,0
35429034,Web Typography: A handbook for designing beautiful and effective responsive typography,Richard Rutter,"Rutter, Richard",,"=""9780995664""","=""""",0,4.64,,ebook,334,2017,,,2020/08/16,to-read,to-read (#290),to-read,,,,0,0
36512332,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""""","=""""",0,4.20,Mariner Books,Kindle Edition,219,2007,1966,,2020/08/16,to-read,to-read (#289),to-read,,,,0,0
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""1594633665""","=""9781594633669""",0,3.96,Riverhead Books,Hardcover,336,2015,2015,,2020/08/16,to-read,to-read (#288),to-read,,,,0,0
16144499,Designing Games: A Guide to Engineering Experiences,Tynan Sylvester,"Sylvester, Tynan",,"=""1449337937""","=""9781449337933""",0,4.46,O'Reilly Media,Paperback,413,2013,2013,,2020/08/14,to-read,to-read (#287),to-read,,,,0,0
46126824,Samlade krönikor 2011-2018,Kalle Lind,"Lind, Kalle",,"=""918874390X""","=""9789188743909""",5,4.00,Roos & Tegner,Hardcover,487,2019,,2020/08/13,2020/07/15,,,read,,,,1,0
44428183,Maths on the Back of an Envelope: Clever ways to (roughly) calculate anything,Rob Eastaway,"Eastaway, Rob",,"=""0008324581""","=""9780008324582""",0,3.77,HarperCollins,Hardcover,160,2019,,,2020/08/12,to-read,to-read (#286),to-read,,,,0,0
464908,Moorish Spain,Richard Fletcher,"Fletcher, Richard",,"=""0520248406""","=""9780520248403""",0,3.76,University of California Press,Paperback,206,2006,1992,,2020/08/11,to-read,to-read (#285),to-read,,,,0,0
592167,The Conquest of Gaul,Gaius Julius Caesar,"Caesar, Gaius Julius","S.A. Handford, Jane F. Gardner, James Bradstreet Greenough, Benjamin Leonard d'Ooge, Aulus Hirtius, Moses Grant Daniell","=""0140444335""","=""9780140444339""",0,4.01,Penguin Classics,Paperback,269,1983,-50,,2020/08/11,to-read,to-read (#284),to-read,,,,0,0
16690,The Moon Is a Harsh Mistress,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0340837942""","=""9780340837948""",0,4.16,Hodder & Stoughton,Paperback,288,2005,1966,,2020/08/11,to-read,to-read (#283),to-read,,,,0,0
39662,Different Seasons,Stephen King,"King, Stephen",,"=""0751514624""","=""9780751514629""",0,4.35,Warner Books,Mass Market Paperback,560,1995,1982,,2020/07/29,to-read,to-read (#282),to-read,,,,0,0
51559405,Blod säljer,Stephen King,"King, Stephen",John-Henri Holmberg,"=""""","=""9789100184018""",0,3.99,Albert Bonniers Förlag,Hardcover,501,2020,2020,,2020/07/29,to-read,to-read (#281),to-read,,,,0,0
49335374,Hasse Alfredson: En sån där farbror som ritar och berättar,Kalle Lind,"Lind, Kalle",,"=""9137154206""","=""9789137154206""",0,4.20,Bokförlaget Forum,Hardcover,649,2019,2019,,2020/07/15,to-read,to-read (#280),to-read,,,,0,0
11574,The Body,Robin Waterfield,"Waterfield, Robin",Stephen King,"=""0582418178""","=""9780582418172""",0,4.29,Penguin Books,Paperback,80,1999,1982,,2020/06/05,to-read,to-read (#279),to-read,,,,0,0
34272565,Life 3.0: Being Human in the Age of Artificial Intelligence,Max Tegmark,"Tegmark, Max",Rob Shapiro,"=""0451485076""","=""9780451485076""",0,4.02,Random House Audio Publishing Group,Audio CD,12,2017,2017,,2020/05/28,to-read,to-read (#278),to-read,,,,0,0
26210508,Alchemy: The Surprising Power of Ideas That Don't Make Sense,Rory Sutherland,"Sutherland, Rory",,"=""0753556510""","=""9780753556511""",0,4.23,WH Allen,Paperback,384,2019,2019,,2020/05/18,to-read,to-read (#277),to-read,,,,0,0
8242117,I Remember Nothing: and Other Reflections,Nora Ephron,"Ephron, Nora",,"=""0307595609""","=""9780307595607""",0,3.80,Knopf,Hardcover,137,2010,2010,,2020/04/28,to-read,to-read (#276),to-read,,,,0,0
4138,Naked,David Sedaris,"Sedaris, David",,"=""""","=""""",0,4.09,Back Bay Books,Paperback,304,1998,1997,,2020/04/25,to-read,to-read (#275),to-read,,,,0,0
52607420,Soviet Space Graphics: Cosmic Visions from the USSR,Detlef Mertins,"Mertins, Detlef",,"=""1838660534""","=""9781838660536""",0,4.29,Phaidon Press,Hardcover,267,2020,,,2020/04/16,to-read,to-read (#274),to-read,,,,0,0
36529320,Wolfenstein Volume 1,Dan Watters,"Watters, Dan","Piotr Kowalski, Ronilson Freire","=""178586341X""","=""9781785863417""",2,3.01,Titan Comics,Paperback,104,2017,2017,2020/04/14,2020/04/13,,,read,,,,1,0
1237300,The Shock Doctrine: The Rise of Disaster Capitalism,Naomi Klein,"Klein, Naomi",,"=""0805079831""","=""9780805079838""",0,4.27,Metropolitan Books,Hardcover,558,2007,2007,,2020/04/07,to-read,to-read (#273),to-read,,,,0,0
10569,On Writing: A Memoir of the Craft,Stephen King,"King, Stephen",,"=""0743455967""","=""9780743455961""",0,4.33,Pocket Books,Mass Market Paperback,320,2002,2000,,2020/04/05,to-read,to-read (#272),to-read,,,,0,0
34943643,"Agency (Jackpot, #2)",William Gibson,"Gibson, William",,"=""""","=""""",0,3.81,Berkley,Kindle Edition,413,2020,2020,,2020/03/30,to-read,to-read (#271),to-read,,,,0,0
26195941,The Age of Surveillance Capitalism: The Fight for a Human Future at the New Frontier of Power,Shoshana Zuboff,"Zuboff, Shoshana",,"=""1610395697""","=""9781610395694""",0,4.06,PublicAffairs,Hardcover,691,2019,2018,,2020/03/21,to-read,to-read (#270),to-read,,,,0,0
13387535,Liars and Outliers: Enabling the Trust that Society Needs to Thrive,Bruce Schneier,"Schneier, Bruce",,"=""""","=""""",0,3.79,Wiley,Kindle Edition,385,2012,2012,,2020/02/19,to-read,to-read (#269),to-read,,,,0,0
25706765,Programming Erlang,Joe Armstrong,"Armstrong, Joe",,"=""9351104672""","=""9789351104674""",5,4.02,Shroff Publishers & Distributors Pvt Ltd,Paperback,530,,2007,2018/08/10,2017/06/19,,,read,,,,1,0
6219481,SQL and Relational Theory: How to Write Accurate SQL Code,C.J. Date,"Date, C.J.",,"=""0596523068""","=""9780596523060""",0,3.75,O'Reilly Media,Paperback,428,2009,2009,,2020/01/28,to-read,to-read (#268),to-read,,,,0,0
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0,4.14,Faber & Faber,Paperback,258,2005,1989,,2018/08/06,currently-reading,currently-reading (#5),currently-reading,,,,1,0
40874878,"Knife (Harry Hole, #12)",Jo Nesbø,"Nesbø, Jo",,"=""1787300765""","=""9781787300767""",4,4.27,Harvill Secker,Hardcover,531,2019,2019,2020/01/08,2019/11/09,,,read,,,,1,0
4328472,Handling the Undead,John Ajvide Lindqvist,"Lindqvist, John Ajvide",,"=""1847244130""","=""9781847244130""",3,3.48,Text Publishing,Paperback,384,2009,2005,2019/12/30,2019/11/17,,,read,,,,1,0
1156345,Radiance,Carter Scholz,"Scholz, Carter",,"=""0312311362""","=""9780312311360""",0,3.69,Picador,Paperback,400,2003,2002,,2019/12/23,to-read,to-read (#267),to-read,,,,0,0
23232941,Soft Skills: The Software Developer's Life Manual,John Z. Sonmez,"Sonmez, John Z.",,"=""""","=""9781617292392""",0,3.85,Manning Publications,Paperback,470,2014,,,2019/12/22,to-read,to-read (#266),to-read,,,,0,0
22251142,The Non-Designer's Design Book,Robin P. Williams,"Williams, Robin P.",,"=""0133966151""","=""9780133966152""",0,4.09,Peachpit Press,Paperback,240,2014,2011,,2019/12/17,to-read,to-read (#265),to-read,,,,0,0
14514115,Team Geek: A Software Developer's Guide to Working Well with Others,Brian W. Fitzpatrick,"Fitzpatrick, Brian W.",Ben Collins-Sussman,"=""1449302440""","=""9781449302443""",0,3.96,O'Reilly Media,Paperback,191,2012,2012,,2019/12/10,to-read,to-read (#264),to-read,,,,0,0
26063794,Web Scalability for Startup Engineers,Artur Ejsmont,"Ejsmont, Artur",,"=""""","=""""",0,4.52,McGraw Hill,Kindle Edition,418,2015,2015,,2019/11/18,currently-reading,currently-reading (#4),currently-reading,,,,1,0
25472512,Aktie- och fondhandboken lär dig spara i aktier och fonder,Björn Wilke,"Wilke, Björn",,"=""9189212339""","=""9789189212336""",0,2.68,Aktiespararna Kunskap,Staple Bound,165,2014,2014,,2019/11/16,to-read,to-read (#263),to-read,,,,0,0
43904657,"The Night Fire (Renée Ballard, #3; Harry Bosch, #22; Harry Bosch Universe, #32)",Michael Connelly,"Connelly, Michael",,"=""1409186075""","=""9781409186076""",3,4.28,Orion,Kindle Edition,417,2019,2019,2019/11/15,2019/11/15,,,read,,,,1,0
3828902,Thinking In Systems: A Primer,Donella H. Meadows,"Meadows, Donella H.",Diana Wright,"=""1603580557""","=""9781603580557""",0,4.21,Chelsea Green Publishing,Paperback,218,2008,2008,,2019/11/14,to-read,to-read (#262),to-read,,,,0,0
12609433,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,"Duhigg, Charles",,"=""1400069289""","=""9781400069286""",0,4.13,Random House,Hardcover,375,2012,2012,,2019/11/14,to-read,to-read (#261),to-read,,,,0,0
168668,Catch-22,Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",0,3.99,Simon & Schuster ,Paperback,453,2004,1961,,2009/09/30,currently-reading,currently-reading (#3),currently-reading,,,,1,0
44448766,Batman: The Killing Joke Deluxe,Alan Moore,"Moore, Alan",Brian Bolland,"=""1401294057""","=""9781401294052""",3,4.37,DC Comics,Hardcover,96,2019,1988,2019/11/09,2019/11/09,,,read,,,,1,0
3750,"Moonraker (James Bond, #3)",Ian Fleming,"Fleming, Ian",,"=""0142002062""","=""9780142002063""",3,3.79,Penguin Books,Paperback,247,2002,1955,2019/11/09,2019/10/31,,,read,,,,1,0
6388990,Batman: The Man Who Laughs,Ed Brubaker,"Brubaker, Ed","Doug Mahnke, Patrick Zircher, Aaron Sowd, Steve Bird","=""1401216269""","=""9781401216269""",5,4.08,DC Comics,Paperback,142,2009,2005,,2019/11/07,,,read,,,,2,0
34616805,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Camille Fournier,"Fournier, Camille",,"=""""","=""""",0,4.26,O'Reilly Media,Kindle Edition,246,2017,2017,,2017/10/03,to-read,to-read (#260),to-read,,,,0,0
43713,Structure and Interpretation of Computer Programs,Harold Abelson,"Abelson, Harold","Gerald Jay Sussman, Julie Sussman","=""0262510871""","=""9780262510875""",0,4.46,The MIT Press,Paperback,657,1996,1984,,2017/07/27,to-read,to-read (#259),to-read,,,,0,0
42115165,Strage 242,Fredrik Strage,"Strage, Fredrik",,"=""9100177539""","=""9789100177539""",5,3.86,Albert Bonnier Förlag,Paperback,442,2018,,2019/10/28,2019/02/18,,,read,,,,1,0
6324090,Alice's Adventures in Wonderland,Lewis Carroll,"Carroll, Lewis","T.H. Robinson, Charles Pears","=""""","=""""",0,4.00,Public Domain Books,Kindle Edition,96,1997,1865,,2019/10/03,to-read,to-read (#258),to-read,,,,0,0
47212,"Storm Front (The Dresden Files, #1)",Jim Butcher,"Butcher, Jim",,"=""0451457811""","=""9780451457813""",0,3.98,Penguin ROC,Mass Market Paperback,355,2000,2000,,2019/09/29,to-read,to-read (#257),to-read,,,,0,0
40768413,Alla fick hångla mer på Tage Erlanders tid,Kent Wisti,"Wisti, Kent",,"=""9198438018""","=""9789198438017""",5,3.45,Placenta Förlag,Hardcover,175,2018,,2019/09/28,2019/09/28,,,read,,,,1,0
2802914,Hanteringen av odöda,John Ajvide Lindqvist,"Lindqvist, John Ajvide",,"=""9170372381""","=""9789170372384""",0,3.48,Ordfront förlag,Mass Market Paperback,335,2006,2005,,2019/08/31,to-read,to-read (#256),to-read,,,,0,0
9310179,"Människor det varit synd om (Människor, #1)",Kalle Lind,"Lind, Kalle",,"=""9186047043""","=""9789186047047""",0,3.80,Roos & Tegner AB,Paperback,255,2009,2009,,2019/08/31,to-read,to-read (#255),to-read,,,,0,0
24800,House of Leaves,Mark Z. Danielewski,"Danielewski, Mark Z.",,"=""""","=""""",0,4.09,Random House,Paperback,710,2000,2000,,2019/08/25,to-read,to-read (#254),to-read,,,,0,0
540020,The Day of the Jackal,Frederick Forsyth,"Forsyth, Frederick",,"=""""","=""""",0,4.27,Bantam,Mass Market Paperback,358,1979,1971,,2019/08/25,to-read,to-read (#253),to-read,,,,0,0
41817578,Mostly Dead Things,Kristen Arnett,"Arnett, Kristen",,"=""1947793306""","=""9781947793309""",0,3.38,Tin House Books,Hardcover,356,2019,2019,,2019/08/15,to-read,to-read (#252),to-read,,,,0,0
16043804,"The Crown Tower (The Riyria Chronicles, #1)",Michael J. Sullivan,"Sullivan, Michael J.",,"=""031624371X""","=""9780316243711""",0,4.34,Orbit ,Paperback,384,2013,2013,,2019/08/11,to-read,to-read (#251),to-read,,,,0,0
40726412,The Road to Jonestown: Jim Jones and Peoples Temple,Jeff Guinn,"Guinn, Jeff",,"=""""","=""""",0,4.16,Simon & Schuster,Kindle Edition,454,2017,2017,,2019/08/09,to-read,to-read (#250),to-read,,,,0,0
6665847,"Daemon (Daemon, #1)",Daniel Suarez,"Suarez, Daniel",,"=""0451228731""","=""9780451228734""",0,4.16,Signet Books,Mass Market Paperback,632,2009,2006,,2019/08/07,to-read,to-read (#249),to-read,,,,0,0
33514,The Elements of Style,William Strunk Jr.,"Jr., William Strunk",E.B. White,"=""""","=""""",4,4.18,Allyn & Bacon,Hardcover,105,1999,1918,2019/08/03,2018/03/14,,,read,,,,1,0
27968891,Site Reliability Engineering: How Google Runs Production Systems,Betsy Beyer,"Beyer, Betsy","Chris     Jones, Jennifer Petoff, Niall Richard Murphy","=""149192912X""","=""9781491929124""",0,4.22,O'Reilly Media,Paperback,550,2016,2016,,2019/07/31,to-read,to-read (#248),to-read,,,,0,0
53343,On Writing Well: The Classic Guide to Writing Nonfiction,William Zinsser,"Zinsser, William",,"=""0060891548""","=""9780060891541""",0,4.24,Harper Perennial,Paperback,321,2006,1976,,2019/07/31,to-read,to-read (#247),to-read,,,,0,0
15824358,The First 90 Days: Critical Success Strategies for New Leaders at All Levels,Michael D. Watkins,"Watkins, Michael D.",,"=""1422188612""","=""9781422188613""",0,3.86,Harvard Business Review Press,Hardcover,304,2013,2003,,2019/07/31,to-read,to-read (#246),to-read,,,,0,0
27259367,Kill River,Cameron Roubique,"Roubique, Cameron",,"=""0692463666""","=""9780692463666""",0,3.73,,Mass Market Paperback,348,2015,2015,,2019/07/31,to-read,to-read (#245),to-read,,,,0,0
6617037,"Debt: The First 5,000 Years",David Graeber,"Graeber, David",,"=""1933633867""","=""9781933633862""",0,4.21,Melville House,Hardcover,534,2011,2011,,2019/07/31,to-read,to-read (#244),to-read,,,,0,0
2423424,The Art of Strategy: A Game Theorist's Guide to Success in Business and Life,Avinash K. Dixit,"Dixit, Avinash K.",Barry J. Nalebuff,"=""0393062430""","=""9780393062434""",0,3.81,W. W. Norton & Company,Hardcover,512,2008,1991,,2019/07/31,to-read,to-read (#243),to-read,,,,0,0
